no,troncon_associe,nom,type,description,cours_eau,superficie,latitude,longitude,regime,etat,lien_historique,lien_suivi_hydro,prev_hydrologique,prev_hydraulique,debut,fin,combinaison
"050144","SLNO02638","Vermillon","Débit et Niveau","à 0,3 km en aval de la rivière des Prairies","Vermillon, Rivière",2662.0,47.6769722222,-73.0408055556,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050144","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050144","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050144","S.O.",1982,"","050144, 050116, 050125"
"050147","-","Lac des Piles","Niveau","à 50 mètres en amont du barrage","Piles, Lac des",17.2,46.6593888889,-72.7740833333,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050147","S.O.","S.O.","S.O.",2002,2021,""
"050148","-","Shawinigan","Débit","à 6,5 km en amont de la confluence avec la rivière Saint-Maurice","Shawinigan, Rivière",467.1,46.58498,-72.756651,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050148","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050148","S.O.","S.O.",2023,"",""
"050302","SLNO02931","Batiscan","Débit","à 0,2 km en aval de la rivière des Envies","Batiscan, Rivière",4482.1,46.6103143738,-72.3828597478,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050302","S.O.","S.O.","S.O.",1923,1942,"050304, 050302"
"050304","SLNO02931","Batiscan","Débit","à 3,4 km en aval de la rivière des Envies","Batiscan, Rivière",4504.0,46.5855555556,-72.4047222222,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050304","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050304","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050304","S.O.",1967,"","050304, 050302"
"050305","SLNO02944","Batiscan","Débit","à 9,7 km en amont de la riviere à Pierre","Batiscan, Rivière",2870.0,47.0403155202,-72.278964087,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050305","S.O.","S.O.","S.O.",1967,1983,""
"050307","-","Lac aux Sables","Niveau","à Lac-aux-Sables","Sables, Lac aux",59.0,46.868093166,-72.3884156572,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050307","S.O.","S.O.","S.O.",1971,1982,""
"050309","-","À Pierre","Débit","à 7,5 km de sa confluence avec la rivière Batiscan","Pierre, Rivière à",408.3,46.959184,-72.206606,"À déterminer","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050309","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050309","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050309","S.O.",2023,"",""
"050402","SLNO03300","Sainte-Anne","Débit","à 4,8 km en amont du Bras du Nord de la rivière Sainte-Anne","Sainte-Anne, Rivière",751.0,46.9108692947,-71.8264457263,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050402","S.O.","S.O.","S.O.",1951,1967,"050423, 050402"
"050403","SLNO03248","Bras du Nord (de la rivière Sainte-Anne)","Débit","à 3,2 km de la rivière Sainte-Anne","Nord, Bras du",764.0,46.9161472361,-71.8581138905,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050403","S.O.","S.O.","S.O.",1949,1965,"050409, 050403"
"050404","-","Sainte-Anne","Niveau","au pont du C.N. près de Saint-Raymond","Sainte-Anne, Rivière",1540.0,46.8867025834,-71.8558915909,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050404","S.O.","S.O.","S.O.",1953,1972,""
"050405","-","Sainte-Anne","Niveau","à la scierie à Chute-Panet","Sainte-Anne, Rivière",1550.0,46.8617024439,-71.8711700182,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050405","S.O.","S.O.","S.O.",1953,1972,""
"050406","-","Sainte-Anne","Niveau","à 1,6 km en amont du Bras du Nord de la rivière Sainte-Anne","Sainte-Anne, Rivière",759.0,46.8894803151,-71.8364462917,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050406","S.O.","S.O.","S.O.",1949,1997,""
"050408","SLNO03245","Sainte-Anne","Débit","à 1,3 km en aval du barrage à Chute-Panet","Sainte-Anne, Rivière",1546.0,46.8524166667,-71.8747222222,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050408","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050408","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050408","S.O.",1965,"",""
"050409","SLNO03249","Bras du Nord","Débit et Niveau","à 4,5 km en amont de la Mauvaise","Nord, Bras du",646.0,46.9765833333,-71.8473611111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050409","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050409","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050409","S.O.",1965,"","050409, 050403"
"050423","-","Sainte-Anne","Débit","à 0,2 km en aval de la Verte","Sainte-Anne, Rivière",733.0,46.9478138522,-71.7986663426,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050423","S.O.","S.O.","S.O.",1966,1972,"050423, 050402"
"050424","-","Noire","Débit","à 0,2 km en aval du lac Long","Noire, Rivière",282.0,46.8133698338,-72.1000693867,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050424","S.O.","S.O.","S.O.",1967,1972,""
"050426","SLNO03276","Neilson","Débit","à la sortie du lac Neilson","Neilson, Rivière",218.0,47.1964247872,-71.7803306339,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050426","S.O.","S.O.","S.O.",1968,1972,""
"050427","-","Tourilli","Débit","à la sortie du lac Charlot","Tourilli, Rivière",181.0,47.2128129566,-71.5311535729,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050427","S.O.","S.O.","S.O.",1967,1972,""
"050437","-","Lac Blanc","Niveau","au lac Blanc à Saint-Ubalde","Blanc, Lac",65.0,46.8200372188,-72.2564671426,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050437","S.O.","S.O.","S.O.",1971,1982,""
"104803","-","George","Débit et Niveau","à la sortie du lac de la Hutte Sauvage","George, Rivière",24098.0,56.783,-64.86811,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=104803","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=104803","S.O.","S.O.",1975,"",""
"050701","SLNO03347","Portneuf","Débit","à 2,9 km du Fleuve Saint-Laurent près de Portneuf","Portneuf, Rivière",355.0,46.7091941234,-71.8740843147,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050701","S.O.","S.O.","S.O.",1966,2004,"050702, 050701"
"050702","SLNO03348","Portneuf","Débit","à 7,5 km de son embouchure","Portneuf, Rivière",328.0,46.72775,-71.8410555556,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050702","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050702","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050702","S.O.",2002,"","050702, 050701"
"050801","SLNO00372","Jacques-Cartier","Débit","en aval du pont du Chemin Gosford","Jacques-Cartier, Rivière",1997.0,46.8925,-71.5261111111,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050801","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050801","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050801","S.O.",1923,"",""
"050805","-","Barrage de Duchesnay","Niveau","au lac Saint-Joseph à Sainte-Catherine-de-la-Jacques-Cartier","Saint-Joseph, Lac",223.0,46.8675,-71.6372222222,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050805","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050805","S.O.","S.O.",1968,"",""
"050806","-","Ontaritzi","Débit","à 1,3 km de la rivière Jacques-Cartier","Ontaritzi, Rivière",221.0,46.8555900675,-71.6208821233,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050806","S.O.","S.O.","S.O.",1967,1976,"050807, 050806"
"095003","-","Lac des Loups Marins","Débit et Niveau","dans le bassin versant de la rivière Nastapoca","Loups Marins, Lac des",9176.0,56.454527,-74.231472,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=095003","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=095003","S.O.","S.O.",1974,"",""
"050808","-","Lac Valois","Niveau","au lac Valois","Valois, Lac",19.5,47.5108697739,-71.3300285102,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050808","S.O.","S.O.","S.O.",1979,1985,""
"050809","-","Lac Champlain","Niveau","au lac Champlain","Champlain, Lac",17.3,47.4708694252,-71.4622579937,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050809","S.O.","S.O.","S.O.",1979,1985,""
"050810","-","Lac Tantaré","Débit","au lac Tantaré","Tantaré, Lac",10.5,47.0603097935,-71.5339271114,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050810","S.O.","S.O.","S.O.",1979,1984,""
"050811","SLNO00462","Aux Pommes","Débit","à 1,2 km en amont de la rivière Noire","Pommes, Rivière aux",72.3,46.7069784748,-71.6703307291,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050811","S.O.","S.O.","S.O.",1979,1988,"050812, 050811"
"050812","SLNO00460","Aux Pommes","Débit","à 1,6 km en aval de la rivière Noire","Pommes, Rivière aux",97.8,46.6963916667,-71.6877055556,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050812","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050812","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050812","S.O.",1987,"","050812, 050811"
"080809","-","Broadback","Débit","à la sortie du lac Quénonisca","Broadback, Rivière",9855.0,50.7458055556,-76.3871944444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=080809","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=080809","S.O.","S.O.",1972,"",""
"050901","-","Saint-Charles","Débit","à 0.6 km en amont du pont de l'avenue Chauveau à Québec","Saint-Charles, Rivière",351.0,46.8411435814,-71.3419820779,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050901","S.O.","S.O.","S.O.",1964,1968,"050904, 050901"
"051007","-","Des Aulnaies","Débit","à 30 m du ruisseau des Eaux Volées","Aulnaies, Ruisseau des",3.7,47.2722416667,-71.1597111111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051007","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051007","S.O.","S.O.",1971,"",""
"050906","SLNO00033","Jaune","Débit","au pont de la rue Notre-Dame à Québec (Notre-Dame-des-Laurentides)","Jaune, Rivière",62.8,46.9111435513,-71.3361471206,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050906","S.O.","S.O.","S.O.",1983,1994,""
"050907","SLNO00008","Du Berger","Débit","à 0,9 km de la rivière Saint-Charles","Berger, Rivière du",52.7,46.8153099606,-71.2928142237,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050907","S.O.","S.O.","S.O.",1983,1995,""
"050908","-","Nelson","Débit","à 1,9 km de la Saint-Charles","Nelson, Rivière",68.1,46.8647551881,-71.3953167789,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050908","S.O.","S.O.","S.O.",1983,1994,"050915, 050908"
"050914","SLNO00040","Lorette","Débit","10 mètres en aval du pont de la rue St-Jean-Baptiste","Lorette, Rivière",58.5,46.8023694444,-71.3568194444,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050914","S.O.","S.O.","S.O.",2006,2009,""
"050915","SLNO00019","Nelson","Débit","au pont de l'autoroute 573 (Henri IV) secteur Val-Bélair à Québec","Nelson, Rivière",58.4,46.8683333333,-71.425,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050915","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050915","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050915","S.O.",2006,"","050915, 050908"
"050916","SLNO00029","Des Hurons","Débit","au pont de la rue Crawford à Stoneham","Hurons, Rivière des",75.5,47.0027138889,-71.3616166667,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050916","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050916","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050916","S.O.",2007,"",""
"050917","-","Jaune","Niveau","à 1.5 km en amont de l'autoroute Laurentienne (73)","Jaune, Rivière",62.78,46.917623,-71.321815,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050917","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050917","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050917","S.O.",2020,"",""
"050918","-","Du Berger","Niveau","au parc de Duberger","Berger, Rivière du",59.61,46.8155,-71.2946,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050918","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050918","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050918","S.O.",2020,"",""
"051001","SLNO00295","Montmorency","Débit","à 0,6 km en aval du barrage des Marches Naturelles","Montmorency, Rivière",1107.0,46.8958055556,-71.1521666667,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051001","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051001","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051001","S.O.",1924,"",""
"120201","-","Dauphine","Débit","à 1,1 km de l'embouchure ( Île d'Orléans)","Dauphine, Rivière",26.6,46.9666944444,-70.8556944444,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=120201","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=120201","S.O.","S.O.",1970,"",""
"050904","SLNO00014","Saint-Charles","Débit","à 0,8 km en amont de la Lorette","Saint-Charles, Rivière",365.0,46.816,-71.3198055556,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050904","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050904","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050904","S.O.",1969,"","050904, 050901"
"030225","-","Saint-François","Débit","à 0,6 km en aval du barrage Jules-Allard","Saint-François, Rivière",1218.0,45.9425555556,-71.2785277778,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030225","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030225","S.O.","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?secteur=Haut-Saint-Francois",1968,"",""
"051005","SLNO00321","Montmorency","Débit","à 0,3 km en amont de la Blanche - Forêt Montmorency","Montmorency, Rivière",267.0,47.2600277778,-71.1371944444,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051005","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051005","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051005","S.O.",1966,"",""
"051006","SLNO00330","Noire","Débit","à 5,5 km de la rivière Montmorency","Noire, Rivière",58.8,47.3267002584,-71.10224419,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051006","S.O.","S.O.","S.O.",1966,1982,""
"030309","-","Yamaska Nord","Débit","à 0,2 km en amont du pont-route à Shefford-Vale","Yamaska Nord, Rivière",131.0,45.4179972222,-72.6149944444,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=030309","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=030309","S.O.","S.O.",1968,"",""
"051008","-","Montmorency","Niveau","à 4,8 km en aval du ruisseau des Brulés (Mare-du-Sault)","Montmorency, Rivière",121.0,47.4055898952,-71.1855802461,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051008","S.O.","S.O.","S.O.",1977,1985,""
"051012","-","Lac des Neiges","Niveau","au lac des Neiges","Neiges, Lac des",40.4,47.4905555556,-71.0241388889,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051012","S.O.","S.O.","S.O.",1992,2005,""
"051301","SLNO00196","Du Gouffre","Débit","à 1,6 km en amont du pont-route 362 à Baie-Saint-Paul","Gouffre, Rivière du",865.0,47.4475313329,-70.509996023,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051301","S.O.","S.O.","S.O.",1967,1996,""
"051305","SLNO00199","du Gouffre","Débit et Niveau","80 m en amont du pont du village de Saint-Urbain","Gouffre, Rivière du",632.34,47.559612,-70.53046,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=051305","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051305","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=051305","S.O.",2020,"",""
